2025-05-03 12:18:54,3,24,0,1
2025-05-03 12:19:20,3,16,69,3
2025-05-03 12:25:38,3,11,55,3
2025-05-03 12:25:56,3,16,60,3
2025-05-03 12:29:50,3,17,18,3
2025-05-03 12:33:56,3,21,0,3
2025-05-03 12:38:00,3,16,29,3
2025-05-04 11:14:05,3,20,0,2
2025-05-04 11:18:12,3,19,0,2
2025-05-04 11:22:59,3,15,57,3
2025-05-04 11:28:22,3,19,10,3
2025-05-04 11:33:22,3,21,0,3
2025-05-05 09:57:11,3,22,0,2
2025-05-05 10:02:00,3,20,0,3
2025-05-05 10:06:07,3,19,1,3
2025-05-05 10:10:42,3,19,0,2
2025-05-05 10:14:45,3,20,0,1
2025-05-06 09:01:56,3,23,0,1
2025-05-06 09:06:06,3,20,0,3
2025-05-06 09:09:55,3,16,51,3
2025-05-06 09:14:54,3,20,6,3
2025-05-06 09:17:56,3,15,66,3
2025-05-07 09:37:08,3,13,62,3
2025-05-07 09:46:09,3,19,0,2
2025-05-07 09:50:17,3,22,0,2
2025-05-07 09:53:58,3,15,13,3
2025-05-07 09:58:23,3,18,15,3
2025-05-08 12:08:49,3,15,55,3
2025-05-08 12:12:48,3,16,17,3
2025-05-08 12:17:04,3,20,0,0
2025-05-08 12:20:40,3,21,0,2
2025-05-08 12:24:48,3,17,0,1
2025-05-10 12:48:03,3,17,10,3
2025-05-10 12:51:58,3,15,42,3
2025-05-10 12:56:01,3,19,0,3
2025-05-10 13:00:48,3,19,0,2
2025-05-12 10:27:19,3,16,19,3
2025-05-12 10:31:33,3,18,0,2
2025-05-12 10:36:28,3,19,0,2
2025-05-12 10:39:48,3,11,79,3
2025-05-12 10:42:54,3,15,50,3
2025-05-13 10:12:47,3,17,16,3
2025-05-13 10:17:33,3,17,0,2
2025-05-13 10:21:47,3,17,0,2
2025-05-14 09:58:33,3,16,0,3
2025-05-14 10:03:31,3,19,0,2
2025-05-14 10:08:12,3,18,0,1
2025-05-14 10:11:16,3,18,48,3
2025-05-14 10:15:42,3,19,23,3
2025-05-15 10:00:29,3,16,0,2
2025-05-15 10:05:19,3,18,0,2
2025-05-15 10:08:51,3,15,43,3
2025-05-15 10:12:41,3,15,41,3
2025-05-15 10:17:45,3,14,0,2
2025-05-16 10:10:02,3,19,14,3
2025-05-16 10:15:09,3,19,0,0
2025-05-16 10:18:46,3,18,0,2
2025-05-16 10:23:30,3,16,0,2
2025-05-16 10:27:52,3,16,22,3
2025-05-19 09:39:09,3,21,0,1
2025-05-19 09:44:12,3,6,80,3
2025-05-19 09:44:19,3,19,45,3
2025-05-19 09:48:57,3,18,0,2
2025-05-19 09:53:29,3,18,0,2
2025-05-20 10:19:22,3,18,0,0
2025-05-20 10:23:10,3,20,0,2
2025-05-20 10:26:56,3,18,0,2
2025-05-20 10:31:34,3,17,0,1
2025-05-20 10:35:38,3,18,10,3
2025-05-21 09:59:16,3,18,20,3
2025-05-21 10:03:51,3,20,0,0
2025-05-21 10:06:50,3,16,29,3
2025-05-21 10:10:47,3,17,30,3
2025-05-21 10:14:28,3,13,30,3
2025-05-22 20:35:23,3,16,18,3
2025-05-22 20:37:55,3,6,127,3
2025-05-22 20:41:51,3,16,0,1
2025-05-22 20:45:25,3,14,44,3
2025-05-22 20:50:20,3,19,0,1
2025-05-23 09:14:01,3,17,66,3
2025-05-23 09:24:44,3,16,74,3
2025-05-23 09:27:42,3,18,0,2
2025-05-23 09:31:46,3,16,0,3
2025-05-23 09:36:06,3,21,0,1
2025-05-24 11:22:28,3,18,8,3
2025-05-24 11:27:17,3,19,0,1
2025-05-24 11:30:51,3,18,0,2
2025-05-24 11:34:37,3,15,18,3
2025-05-24 11:39:48,3,19,0,3
