2025-06-01 15:53:54,3,18,6,3
2025-06-01 15:59:20,3,18,9,3
2025-06-01 16:03:43,3,22,0,2
2025-06-01 16:08:09,3,17,1,3
2025-06-01 16:13:25,3,16,0,1
2025-06-02 10:46:34,3,21,0,2
2025-06-02 10:50:49,3,17,10,3
2025-06-02 10:55:11,3,19,26,3
2025-06-02 10:59:37,3,19,0,2
2025-06-02 11:04:02,3,19,0,1
2025-06-02 11:04:02,3,19,0,1
2025-06-03 08:18:48,3,19,8,3
2025-06-03 08:29:21,3,20,0,1
2025-06-03 08:33:45,3,17,24,3
2025-06-03 08:38:01,3,16,26,3
2025-06-03 08:42:06,3,22,0,1
2025-06-04 18:44:27,3,18,0,2
2025-06-04 18:49:08,3,16,0,2
2025-06-04 18:53:56,3,21,0,1
2025-06-04 18:56:59,3,18,43,3
2025-06-05 08:51:59,3,11,94,3
2025-06-05 08:56:26,3,21,0,2
2025-06-05 09:01:01,3,16,0,2
2025-06-05 09:05:40,3,18,0,2
2025-06-05 09:16:04,3,13,68,3
2025-06-06 09:08:19,3,17,32,3
2025-06-06 09:11:55,3,13,27,3
2025-06-06 09:16:08,3,18,4,3
2025-06-06 09:20:42,3,19,0,1
2025-06-06 09:24:34,3,17,8,3
2025-06-07 09:57:03,3,17,23,3
2025-06-07 10:01:45,3,20,0,1
2025-06-07 10:06:54,3,19,5,1
2025-06-07 10:11:07,3,17,9,3
2025-06-07 10:15:00,3,17,54,3
2025-06-07 10:18:51,3,17,28,3
2025-06-09 13:19:52,3,20,0,2
2025-06-09 13:22:59,3,15,45,3
2025-06-09 13:27:07,3,18,0,0
2025-06-09 13:34:24,3,22,0,2
2025-06-09 13:38:31,3,18,18,3
2025-06-11 08:19:03,3,22,0,1
2025-06-11 08:24:34,3,22,0,0
2025-06-11 08:27:26,3,18,54,3
2025-06-11 08:31:43,3,15,0,2
2025-06-11 08:36:24,3,18,0,1
2025-06-12 09:50:42,3,13,22,3
2025-06-12 09:55:41,3,19,0,2
2025-06-12 09:58:31,3,13,85,3
2025-06-12 10:02:59,3,23,0,3
2025-06-12 10:12:23,3,17,44,3
2025-06-13 09:02:31,3,21,0,2
2025-06-13 09:06:15,3,16,40,3
2025-06-13 09:10:48,3,17,0,3
2025-06-14 08:25:14,3,13,93,3
2025-06-14 08:29:41,3,21,0,1
2025-06-14 08:34:05,3,19,0,1
2025-06-14 08:38:41,3,18,0,1
2025-06-14 08:43:45,3,15,48,3
2025-06-15 10:18:14,3,20,1,3
2025-06-15 10:22:41,3,20,0,1
2025-06-15 10:29:24,3,17,0,2
2025-06-15 10:42:10,3,17,16,3
2025-06-15 11:04:40,3,21,0,3
2025-06-16 08:23:23,3,17,57,3
2025-06-16 08:32:40,3,12,77,3
2025-06-17 10:09:07,3,18,0,2
2025-06-17 10:14:04,3,20,11,3
2025-06-17 10:18:53,3,17,0,2
2025-06-17 10:22:27,3,14,45,3
2025-06-17 10:27:21,3,15,30,3
2025-06-18 10:33:46,3,17,19,3
2025-06-18 10:37:50,3,21,0,1
2025-06-18 10:41:23,3,14,37,3
2025-06-18 10:45:46,3,20,0,2
2025-06-18 10:51:11,3,22,0,2
2025-06-19 09:41:49,3,21,1,3
2025-06-19 09:45:57,3,19,2,3
2025-06-19 09:50:26,3,21,0,1
2025-06-19 09:54:29,3,23,5,3
2025-06-19 09:58:54,3,14,36,3
